review_id,n_chunks,unique_aspects,n_unique_aspects,latency_ms_total,latency_ms_avg,num_ok,num_not_ok,asin_list,category_list,reviewText,overall,aspect_list
ELECTRONICS_1671899,4,"battery life, case design, coverage for ipad, function keys, functionality, keyboard, keyboard layout, layout, lightweight design, micro usb cable, packaging, premium look, protection, protective lip, reliability, stroke, swivel mechanism, upper shell, weight",19,15165,3791.25,3,1,B00GP4BVTO,Electronics,"I found this keyboard case to be very flexible and well thought out. I own two other cases from another manufacturer and in comparing found the Airbender equal to or superior.Pros: The case design is well thought out, very functional and lightweight. I travel frequently for work and this case would be a great companion to my travel gear. The hard cover offers a good mix of protection and minimal weight added for travel, the swivel mechanism allows for easy adjustment and swapping from tablet to laptop mode. It also adds minimal thickness or bulk to your iPad.The keyboard is very nice to type on, with good stroke and a very efficient use of keyboard layout. In comparing to the other guys the better layout along with additional function keys (lock, highlighted cut/copy/paste, home, lock etc.) makes it the clear winner. My other keyboards bury useful functions like the tab on a letter key, making typing inefficient or clumsy. Not with the Airbender Air!Another feature I particularly liked was the upper shell that the iPad air actually mounts into. There is a nice protective lip all the way around it. This affords protection for the ipad and makes for a secure mount. I noticed some reviews of this unit mentioned difficulty removing the unit. I did not find this to be an issue. The brief instruction sheet that comes in the box has clear and easy to follow instruction on how to do that. Lastly the fact that it covers the whole ipad, makes this a better design. One of my other keyboards (a well known brand that cost nearly 4X the Airbender) has broken twice and can no longer be trusted to hold my iPad. They&#8217;d do well to copy NEWTRENT&#8217;s design. Lightweight is great as long as it can be relied on. I prefer security.The unit is shipped with a nice long micro usb cable. Lots of manufacturers skimp here but not NEWTRENT. I have not had the unit long enough to gauge the battery life, but with modern lithium technology and NEWTRENT&#8217;s experience with batteries I am betting that&#8217;s not an issue.Overall the unit looks very premium, was packaged well and has caught lots of peoples attention while I travel. At a price of $29.95 it is an astounding deal. Just buy it, you won&#8217;t regret it.Cons: No product is perfect, but again at this price point and quality one or two minor issues are negligible. I&#8217;d like a backlit keyboard and another color option (white), but I would imagine this would likely raise the price and cause a hit in battery life.Ratings:Value for price 5 ***** (but I&#8217;d give it a 6 if possible)Functionality 5 *****Ease of Use 5 *****Overall 5 *****",5,"['battery life', 'case design', 'coverage for ipad', 'function keys', 'functionality', 'keyboard', 'keyboard layout', 'layout', 'lightweight design', 'micro usb cable', 'packaging', 'premium look', 'protection', 'protective lip', 'reliability', 'stroke', 'swivel mechanism', 'upper shell', 'weight']"
ELECTRONICS_248322,1,"bass, sound quality",2,2122,2122.0,1,0,B000JNA4LS,Electronics,"The sound quality of this unit is phenomenal.  We have a Bose SoundDock II as well and there is really no comparison.  The HK sounds very noticeably MUCH better.  You will not need ""golden ears"" to hear the difference.  The sound of the HK, as many others have noted, is rich, full and clear, with a surprising degree of quality sound in the lower frequencies (tight, punchy bass).  Got this one for my wife to take to her office and, if she ever actually does that, I'll probably end up buying another one.",5,"['bass', 'sound quality']"
ELECTRONICS_257489,4,"cord plug, dash mount adhesive, friction mount, mount release, portability, price, windshield mount",7,11030,2757.5,2,2,B000LRMS66,Electronics,"I bought this friction mount for my Nuvi 350, and used both on a recent driving vacation.  Both worked even better than expected!Amazon's listings are a little confusing--If you have a Nuvi, don't buy the one that says ""for Garmin GPS"".  Get this one instead.  With this one, you don't need to purchase anything else, just use the little bracket that comes with the Nuvi unit.  (Put the bracket onto the mount without the GPS in it--it takes some pressure or a little twisting to get the bracket to snap onto the ball of the mount.  But once it's on, you won't need to take the bracket off the mount.  The GPS snaps into and out of the bracket easily--the bracket and mount stay together as one piece.)The literature with the GPS unit said that the dash mount adhesive is hard to remove, so I didn't want that on my car's dash.  Some reviews said the windshield mount could melt to the glass and I didn't want that, either.  Also, some say that thieves will break into your car even if they can only see the windshield mount, assuming the GPS is in the car somewhere.  So, I wanted the friction mount.  It was about $28 at amazon.After using it, I like it even better than I thought I would.  It holds VERY well; I never had a problem with it slipping even once.  It's easy to reposition, for example if the sun is hitting it the wrong way, and it's easy to put into the console when you park so that nothing shows to tempt theives.  Also, it can just stay plugged in to the car's power outlet.  The cord plugs into the bracket on the mount instead of directly into the Nuvi, which is convenient.  The Nuvi unit itself easily releases from the mount, with no cords to unplug, and is easy to take with you.The only disadvantages I can come up with are that it is a separate purchase (but is complete), and it's not beautiful (but neither are the other mounts, I guess).If you can't or don't want to use the windshield or permanent dash mounts, try this one.  I'm glad I bought it.A suggestion to amazon would be to describe all these mounts & other accessories a little better--lots of postings say they bought the wrong mount or bought accessories that were already included with the GPS unit, because they were listed on the product page with the GPS unit.By the way, I love the Nuvi 350!",5,"['cord plug', 'dash mount adhesive', 'friction mount', 'mount release', 'portability', 'price', 'windshield mount']"
ELECTRONICS_264842,11,"3rd party apps, accessories, application availability, audio formats support, battery life, carry bag, crossword application, crossword puzzle applications, current supply, display quality, display size, ebook reader program, font readability, font sizing flexibility, garnet vm, java runtime module, java support, modular mobile broadband capability, n8x0 family of device, nokia internet tablets, operating system compatibility, os compatibility, palm os emulator, pixel density, portability, professional grade applications, screen size, storage capacity, system performance, typing convenience, usb evdo or hsdpa modem, usb port, video streaming support, web-based applications, wifi internet connection, wifi range and sensitivity",36,44909,4082.636363636364,7,4,B000MK4GGM,Electronics,"I have been using my N800 for a week now.  I have to say it is an amazing device.  I will add this right away, if you have vision issues you might not have as much fun using this, or other, devices of this size and resolution.  Reason being they are packing 800x480 pixels in a small screen size.  That means the pixels are smaller so characters will be in proportion smaller.  Yes, when using the browser you can ""zoom"" the display so that's nice but it can make a web page/site very difficult to use.  I do not think of this as a short coming but rather just a fact of life for all small display's with high pixel density.  Just divide the number of pixels by the dimension of the display and then do the same for a larger display but with the same number of pixels and you see why the characters must be very teeny is some cases.  So, that past is just a heads-up for those who might not be aware of the issue and it really only applies to web browsing.  The font on the system itself are quite easy to read.I am going to be reading eBooks on the N800 and I can say that FBReader (pretty much the only ebook reader for the device or Linux for that matter) is an OUTSTANDING program and is very flexible allowing almost unlimited font sizing.  This make all the difference in terms of the above issue.  If you have visions probs and want tread ebooks on this device you can by simply setting a larger font size as well as background color.  But remember the software does not support any sort of DRM'd books.  If you want to read DRM'd books a good Palm based device (Sony Clie nx73v if you can find one or a Palm Tx) or a Kindle would be my suggestions.Next the absolute first you must configure the wireless so you can immediately upgrade to OS2008 before you do anything with the tablet.  Reason being is the can be compatibility issues between OS2007 apps and OS2008.  But it's painless and takes no more then 15-20mins.After that is done, it's time to poke and prod the system.  You will notice, no PDA functionality really.  And the built-in email app, well, it is marginal on it's best day.  You will need to look and depend on 3rd party apps for almost everything you use your PDA for.  And given the personality of Linux developers they are more interested in playing games and writing yet-another-audio-player type applications then they are using this powerful device for anything truly useful in terms of data.My biggest complaint with these devices is the lack of modular mobile broadband capability.  You cannot run a USB EVDO or HSDPA modem via the USB port because it can only operate in quasi-host mode called by Nokia On-The-Go.  That is because it only supplies about 100mV of current to the port for devices.  I understand it's a battery life issue.  Still the lack of ability to add a mobile broadband device severely limits where and when you can use your INTERNET tablet.  Odds are you did not buy this for home use...you bought it to be, well MOBILE.  But given the unpredictable nature of wifi hotspots it's harder to be mobile if there are not connectivity options.My work around for mobile connectivity was to buy a Cradlepoint CTR-350 USB Mobile Broadband Router that supports (as of firmware v2.x) both EVDO RevA as well as HSDPA USB modems.  Now this is NOT a self powered travel router but that is OK.  there is always the Cradlepoint PHS300 with a built-in battery if you prefer.  I opt'ed for a portable power solution using a Tekkeon MP1550 and eight (8) Ultra Low Discharge Sanyo Eneloop 2000mA AA batteries to use in the MP1550.  The MP1550 uses four AA batteries at a time.  With this setup I'll get a good 4-8 hrs of use of the router using the Franklin CDU680 EVDO Modem and EVDO service I have through Millenicom (better deal than via Sprint but over Sprint's EVDO system).  Plus this is a very light weight solution.  The other option I looked at was the Tekkeon myPower 3300.  A bit heavier but LOTS more power.  Still might go that router later on.I also bought three extra batteries for the N800.  I can now use it around 10-18hrs depending on wifi use.But you can see how the lack of a reasonable way to use mobile broadband in the N8x0 family of devices is an issue of you really want to be mobile.  But because it has a STRONG wifi set with excellent range and sensitivity, it's possible to create yourself as your own mobile hotspot.  I will carry the router/modem/power pack in a Tom Bihn Buzz bag because that is convenient for me.  But any carry bag will work.  Even a batman Utility belt... ;)So, anyway, I have been everywhere with the device and love it a lot.  There are not many applications for it yet...but such is the nature of things.  In order to get any sort of reasonable word processing you will need to run a different OS like KDE or some other port to the N8x0 devices.  But I am feeling this is just for now and will change soon enough.And do not expect video streaming to be all that great.  It is a very immature product line in that aspect.  It's basically a roll of the dice if you will ever see support for streaming of your fav video format.  And NSV will likely never happen.  You can stream lots of audio formats though.  Even Shoutcast using Streamtuner.It's new and the developers seem enamored with nothing but ""yet-another-audio-player"" type applications.  Real productivity applications are pretty much non-existent.  But you can use Google Docs so at least there is that, if you have an available Wifi internet connection that is...Oh, also if like to do crosswords on your PDA/Handheld now...ummm, there are currently NO crossword puzzle applications which run on the N8x0 Maemo OS systems.  I am able to run my crossword application via the Garnet VM (Palm OS emulator for the Nokia Internet Tablets) so I can at least use it for that, sort of.  But I will not be getting rid of my Clie nx73 anytime soon because of this issue.Last there is no Java support yet.  There has been no port of a Java Runtime Module by either IBM or Sun.  That is a BIG hole in the potential for the N8x0 family of device.  So, if your application needs Java, it's gonna be a while, if ever.  I consider this a significant shortcoming as it should have been ready right and even part of the OS.Overall, it's an amazing and POWERFUL system with a lot of potential.  The display is amazing and vibrant.  Lots of storage potential with two SD (or SDHC) slots and the like.  But, I am not confident real professional grade applications will ever appear for the device in time.  So you will have to depend on web based applications like Google Docs to get any work done on the go.  And if you do want to do a lot of typing consider adding the iGo Stowaway Bluetooth folding keyboard.  It beats the heck out of the on screen keyboard and even the slide out for the N810.So, that is my long winded review.  I have to say I love the device it works well enough in the area's I need once I added the mobile broadband work around.  Now I have real internet access on a decent screen pretty much anywhere we roam without the need to lug around a laptop and at a fraction of the cost of a UMPC.  And just enough functionality, barely, out of the box to get things done.EDIT:There is now a GREAT freeware crossword puzzle program for the N8x0 series tablets.  The program is called Xword and is actually in the Maemo/OS2008 repository.  So crossword puzzle fans can solve their daily NYT puzzles on the N8x0 series tablets.  Or any AcrossLite (.puz fromat) puzzles for that matter!!!",4,"['3rd party apps', 'accessories', 'application availability', 'audio formats support', 'battery life', 'carry bag', 'crossword application', 'crossword puzzle applications', 'current supply', 'display quality', 'display size', 'ebook reader program', 'font readability', 'font sizing flexibility', 'garnet vm', 'java runtime module', 'java support', 'modular mobile broadband capability', 'n8x0 family of device', 'nokia internet tablets', 'operating system compatibility', 'os compatibility', 'palm os emulator', 'pixel density', 'portability', 'professional grade applications', 'screen size', 'storage capacity', 'system performance', 'typing convenience', 'usb evdo or hsdpa modem', 'usb port', 'video streaming support', 'web-based applications', 'wifi internet connection', 'wifi range and sensitivity']"
ELECTRONICS_285742,3,"customer service, delivery speed, end-plate durability, noise canceling, noise isolation, price",6,11974,3991.3333333333335,1,2,B000OQUMKI,Electronics,"Like many others, I purchased these headphones for a ridiculously low price via Groupon. My headphones arrived after about three weeks and while they looked fine, they simply didn't work. The noise canceling didn't appear to do much of anything. If anything, it made noise louder! The headphones provided more noise isolation when the noise canceling feature was turned off. In addition every time one of the end-plates fell of the right earphone, which was frequently, the headphones emitted ear-destroying noise at maximum volume!Sadly, Able Planet has some of the worst customer service it has been my misfortune to encounter. If I'd had ANY idea of how bad it was, I would NEVER have done business with the company! Getting an RMA so my defective headphones could be exchanged was a three week process that involved numerous e-mails, web forms, and phone calls. Once I returned the headphones, it took Able Planet THREE months to furnish a replacement!The replacement headphones work as well as they ever will and they're thoroughly disappointing. Without batteries installed and the noise-canceling circuitry on, the headphones are muddy to the point of being useless. With the active circuitry engaged the sound is adequate at best; about what you'd expect from a $30-40 headphone not something that costs this much. Most of the noise cancellation seems to take place in the lower octaves. They're probably great at blocking out the constant low-pitched hum you hear while on an airplane. If you're looking to dampen the discussions happening in the cubicle next to you, the construction sound from across the street, or your own horrible singing you'll need to look elsewhere: there's some minimal attenuation in these frequency ranges, but not enough to be useful.Ultimately, I find that there's nothing to recommend these headphones. They don't stand out for sound quality, comfort, or noise cancellation and certainly not for customer service. Mine will end up at the bottom of a landfill before too long, I'm sure...",1,"['customer service', 'delivery speed', 'end-plate durability', 'noise canceling', 'noise isolation', 'price']"
ELECTRONICS_345293,2,"audio quality, picture quality",2,3474,1737.0,2,0,B000X27YQI,Electronics,"I bought this card to replace an existing tuner card that doesn't have HD capability.  I use comcast cable and Windows XP Media Center Edition 2005.I'll be switching back to the old card for the following reasons:- The audio is completely messed up.  Try searching for this product with the search term ""audio sync"" and see I'm not alone.  The card works for a while then the audio gradually gets more and more out of synch with the video, until it's off by up to two seconds.  Completely useless and unwatchable.- The picture quality is poor.  Compared to my old non-HD card, the picture quality is quite noticably worse.  Who cares though, the audio problem is a show stopper.I did not buy this from Amazon, I'm just hoping to save someone else the mistake of buying this thing.",1,"['audio quality', 'picture quality']"
ELECTRONICS_376406,7,"cd with drivers and software, cover page addition, document review, fax capture driver, linux readme file, modem communication, modem installation, multilingual manual, os detection, page addition limitation, page merging, phone tools documentation, price value, print to fax driver, printed manual, software functionality, software included",17,32731,4675.857142857143,2,5,B0013FDLM0,Electronics,"If you're looking for a Linux dial-up modem, this is the one to get.  It's truly a hardware modem and uses the USB communications device standard.  Linux detects the device using the standard USB communication driver and it woks with ""pppd"" and KDE KPPP.If you're looking for a Windows modem this is still a great modem but you can get less expensive software modems.  One advantage for Windows users is the bundled BVRP Phone Tools fax, terminal and phone book software.  I've used this software with other US Robotics modems and it works great on all versions of Windows from Windows 2000 through Windows 7.  Please be aware that it only works with the US Robotics modem and not other modems you may have installed.  Since the modem is a true hardware modem it won't use as much of the computer's processing to communicate over dial-up.  It's also less likely to cause operating system problems and crashes since it doesn't use a special OS service or driver.The modem is light, small and well constructed.  It comes with a decently long phone cord including a ferrite donut to cut down on radio interference.  It works fine with any phone cable but the phone cable may affect nearby radio devices without the ferrite donut.  I haven't had any problems with any phone cord.There is a small green power light and a small phone communication light to show what the modem is doing.  I thought those were a nice feature since I could tell immediately when the OS detected the modem (the power light came on).  I also could tell when the modem was communicating because the data light would blink.As I mentioned the software included is BVRP Classic Phone Tools for Windows.  It has a CD with drivers and software, including a ""README"" file for Linux users.  If you're having trouble figuring out the Linux device name, look at the Linux README on the CD.A printed manual is included, but it doesn't have a lot of information.  There's just enough to get the modem installed and working so you need to read the Phone Tools documentation.  The printed manual is in multiple languages and that makes it seem like it has more than it actually does.It may not be obvious but this modem also can send and receive faxes.  The Phone Tools software for Windows has a fax capture driver that will let nearly any program print a document to the fax.  Phone Tools gives you a chance to add a cover page and review the document before you send it.  My only complaint about the print to fax driver is that you have to print all the pages using the same program.  You can't add more pages to a fax after creating it.  I've had to resort to pasting multiple pages into word documents or merging Acrobat documents so that I can make everything into one fax.  Considering what the software does for the price it's a great program.The modem does get warm after a while but not even enough to be uncomfortable to hold in your hand.  I haven't had any problems with long-term operation and it communicates as fast as the phone line quality allows.  The best part is that it doesn't have any noticeable effect on the speed of the computer and doesn't require any special software.My only complaint about the modem is the price, but it isn't exorbitant compared to other true hardware modems for PCI or PCMCIA.  Since it uses USB it is much more compatible with any computer, from a desktop to a netbook.  Almost everything has a USB port and most operating systems support the USB communications device standard.  Even though it's not cheap this modem will be useful for a long time, even with the inevitable computer technology changes.  A PCMCIA or Expresscard modem might not be compatible with older or newer laptops and is no more convenient to plug in and use.For Linux, you only need to buy one of these modems and connect it to whatever computer you happen to be using.  Linux HAL detects it and you can use it immediately after plugging it in.  You don't have to reboot or type in shell commands.  If you're hesitating about the price, consider that it will save you time on every Linux computer where you need to use dial-up.  The software modems included with most computers (especially laptops) are hard to get working and may stop working when you install newer versions of Linux.  Also the software modem drivers tend to require undesirable kernel options such as no preemption in order to work.  You have none of those issues with this little modem because it uses no extra software on Linux.The bottom line is that this modem is worth every penny in spite of the rather high price.  Amazon super-saver shipping takes a bit of the sting out of the price.",5,"['cd with drivers and software', 'cover page addition', 'document review', 'fax capture driver', 'linux readme file', 'modem communication', 'modem installation', 'multilingual manual', 'os detection', 'page addition limitation', 'page merging', 'phone tools documentation', 'price value', 'print to fax driver', 'printed manual', 'software functionality', 'software included']"
ELECTRONICS_391311,2,"ear pain, noise cancelation, wearing comfort",3,5732,2866.0,1,1,B0015BYKGI,Electronics,"My company recently moved me into an area that could not get noisier.  I would have better luck getting work done at a Kid Rock concert.  Actually, that is what I was doing.  Blasting my music to drowned out all the constant chatter.When I was in the electronic engineering field we had offices. When the door was closed that meant you were in a meeting or deep into your work. Unless it was an emergency, rarely was there a knock. You'd get a polite email asking for you to let them know when you were free.Not so in the software industry.  Now we are all in cube farms with constant racket and chatter.  I got these in hopes that the noise cancellation would allow me to keep the music volume down.  No luck.  The noise cancelation increases the volume a little but does nothing to drowned out the external noises.I know over the ear noise cancellation works best, but wearing glasses does not allow me to use those.The biggest negative though is these things can only be worn for a short time.  The buds are attached to a big plastic knob that pushes against your outer ear canal.  After an hour or two your ear starts hurting.  If you force yourself to continue wearing them after that, you end of with a soar ear the rest of the night.Over all I recommend going with a different brand unless you have really big outer ear canals and don't really mind that the noise cancellation does not work.",1,"['ear pain', 'noise cancelation', 'wearing comfort']"
ELECTRONICS_405550,11,"battery life, charging, charging devices, charging efficiency, charging multiple items simultaneously, charging source, compatibility, design, operation, performance, portability, power source, price, usb ac adaptor compatibility, usb ports",15,37340,3394.5454545454545,5,6,B0017KH6OU,Electronics,"Sometimes when you travel there is no USB port on a laptop or AC outlet on a wall that is available to power your electronic devices when their battery charges start running low. This product is perfect for those situations. It is nice and compact, and comes with multiple adaptors to power and/or recharge a wide variety of electronic products. The included adaptors provide a backup for my iPod Touch 2G, iPod Nano 2G, Samsung cell phone, bluetooth headset, Garmin Forerunner 305, and Garmin Nuvi 660.Additional adaptors for other gadgets(such as for the Amazon Kindle) are available at a modest price.Here are a few comments to keep in mind:1. You can charge only one item at a time. Therefore when you reach your destination and have access to an AC outlet, if you wish to charge multiple items simultaneously, this is not the item to do that (I recommend the Callpod, which I have reviewed on Amazon). [But see my April 24, 2010 update below. I figured out a way to do it and no longer use the Callpod.]2. If you have a USB AC adaptor that you use for your iPod Touch or Nano, it will work fine to charge this unit. There is no need to buy a separate adaptor.3. Once the unit is fully charged, you can just leave it plugged in to the charging source (I checked with Tekkeon tech support, which is very helpful and responds quickly). That way you can be sure that the unit will always have a full charge when you need it.4. This unit will not power a laptop or comparable electronic product. But Tekkeon does sell more powerful (and more expensive) units that will do so.5. I chose this unit rather than the less expensive MP 1550, which runs on AA or rechargeable batteries, because in my experience I have found that a power source with its own internal battery lasts longer than one relying on batteries. Of course, the flip side is that once this unit runs out of power, you can't just pop some fresh batteries in. However, that is not an issue for me, though something that you may want to consider.This product looks nice, is simple to operate, and does what it says. I am very happy with it.Update August 22, 2009: I like this so much that I use it at home on a daily basis. The unit has two USB ports--a mini and a regular. Using the included retractable cable, I plug one end into the mini on the unit and the other end (which has a regular USB) into an Apple travel charger that is plugged into the wall. That way this unit is always at full charge if I take it on a trip. I use the free regular USB port on the unit to charge a variety of devices (though one at a time) that come with a USB cable, such as my BlackBerry and iPod Touch [But see April 24 update below re how to charge more than one at a time]. It is more convenient for me to charge them on this unit than to plug them into my laptop (which I do only when I need to sync data).I have also found the built in flashlight on this unit a nice feature to have when rummaging through my bags looking for some gizmo that I can't find.Update November 24, 2009: I recently stayed in a very nice hotel where the bedroom was really dark at night, but there was no nightlight in the bathroom. Solution: I just turned the flashlight on this unit on all night (8 hours)in the bathroom. Not only did the light last through the night, but it took only a relatively short time (less than 20 minutes) to restore the unit to a full charge.Update April 16, 2010: Customer service for this company is first rate. On a recent trip I realized that I did not have a micro USB tip that would fit my BlackBerry Tour and Kindle 2. I emailed customer service after I returned home, and was advised that this tip was supposed to be included with the product. But since I bought my unit over a year ago, it was not included then. When I explained the situation to Jerry at customer service, he mailed me the tip at no cost within 24 hours. It's always nice to know that a quality product comes with quality customer service.Update April 24, 2010: If you would like to use this product to simultaneously power more than one USB device at a time, there is an easy way to do it. I use the Belkin mini USB 2.0 hub (which I have reviewed on Amazon) and plug it into this unit, and now have four USB ports for my gadgets. The more gadgets you plug in, the faster you will drain the unit. But it is handy, for example, on a longer plane ride or at the beach for my wife and me to each plug our Slacker G2 players into the hub, which is in turn connected to the MP 1800, in order to extend the playing time. I also use the same technique for my Kindle 2, BlackBerry Tour, iPod Touch, and Garmin Forerunner 405CX.Also, when you arrive at your destination, just connect this unit to an AC adaptor as I described in an earlier comment above, connect the hub to this unit, and now with AC power you can simultaneously not only recharge this unit, but also recharge up to four USB devices--all without a computer or bringing along the separate USB adaptors for each device (though being a ""belts & suspenders"" kind of guy, I still bring them along just in case for some reason the hub should fail since ""Murphy's law""--if something can go wrong, it will go wrong--has kicked in on more than one vacation). Note: What I have described only works with the type of relatively low power draw USB devices that I have mentioned above. Also if you are drawing too much power for all the devices connected, the light will flash on the Belkin mini hub and/or on the Tekkeon MP1800. If that happens, just disconnect one or more devices until the flashing stops.Update September 11, 2011: Due to Hurricane Irene, the area in which we live was flooded and my wife and I were trapped in the house for 24 hours until the flood waters receded. We lost all power, and to my dismay the corded land line phone had gone dead. That left me with only my BlackBerry to communicate with friends and family.Power was not restored until four days later, but in the interim I had to return home during the day to supervise flood restoration crews and other persons. Each night I charged the Tekkeon at our friends' house, and brought it with me to my home during the day so I could keep my BlackBerry charged to make and receive calls and email. It worked like a champ.Bottom line: In emergency conditions, this unit proved critical and performed flawlessly.Update July 24, 2012: The unit recently ""died."" When I plug it in to charge, the green light goes on and the flashlight works, but the second I disconnect it from the USB charging source, the green light goes off and nothing works. Customer service said it could be a defective switch, but I am well beyond the one year warranty period. However, I may continue to bring this as a nightlight when I travel since the flashlight will work so long as the unit is connected to a power source.Update August 7, 2012: I now use the Powergen mobile juice pack 5200, which I have reviewed on Amazon, and like it even better than this unit.",5,"['battery life', 'charging', 'charging devices', 'charging efficiency', 'charging multiple items simultaneously', 'charging source', 'compatibility', 'design', 'operation', 'performance', 'portability', 'power source', 'price', 'usb ac adaptor compatibility', 'usb ports']"
ELECTRONICS_530397,2,"cable length, price",2,4505,2252.5,1,1,B001TH7GUU,Electronics,"Short story: with another 3' cable, will not charge phone fast, results in a slow charge.I bought these along with a 3ft Male to Micro USB 2.0 AmazonBasics cable.  The idea was to charge my phone with them.  My micro connectors tend to break/wear out so I thought an extension would work well.  (aka just buy the smaller cable to replace rather than the long cable)The two combined when plugged into my stock Moto X wall plug is a slow charge. If I take the smaller 3ft cable and plug it directly into the charger I get a fast charge.I've done some reading online and the consensus is that the extension cables are NOT GOOD for charging.  The act of extending (connecting the two cables) introduces resistance to the line and thus they slow the power that can flow to the device.I would have been smarter to buy two 12ft cables from another well known cable website for the same money.  I could have bought  2x the cables even if not extension cables, I could have bought 2x the cables and just worn through them.",1,"['cable length', 'price']"
ELECTRONICS_595439,1,"cpu cooling, fan, heat sink, installation, price",5,3174,3174.0,1,0,B002G1YPH0,Electronics,"OK here is the thing. this GREAT GREAT HEAT SINK. I overcloked Phenom2 quad(black 965) from 3.4 all thw way to 4.08Ghz and at max load for this cpu does not go over 35. WOW great cooler for under 30 bucks, but here is the thing@!IF u are replacing the heat sink of a older one you will have to unplug all the wires and (((take the board out)))/ and do some work on the back of the motheboard also needs to be done to hold the heat sink. Besisdes that it's super. It does come with ONE FAN, other one is very simple to put on. get a splitter and run them both of cpu fan slot.",4,"['cpu cooling', 'fan', 'heat sink', 'installation', 'price']"
ELECTRONICS_658974,4,"adjustability, bass boost, battery life, buttons, comfort, ear coverage, portability, sound consistency, sound quality, surround sound, transmitter battery, transmitter cables, transmitter options, transmitter rechargeable station, volume control, weight",16,19099,4774.75,2,2,B002TLT10I,Electronics,"I am not a music buff and I am not an expert on sounds, but as an average Joe, I enjoy and appreciate good audio from my headphones. And this Sennheiser RS 170 Digital Wireless Headphone delivers it!1. THE SOUND: The audio quality is excellent. The enclosed headphone captures the all types of sound very well. I was able to hear all the background vocals, instruments, noises, and subtleties with ease. The digital sound is crisp and clear. Immensely enjoyable.2. THE WIRELESS: When it comes to the wireless capacity, each user might have different experience since it depends on your home. I live in ~1900 square feet (2 floors, attached garage) home. I was able hear the sound WHILE moving around the house (everywhere) without any drop in the sound. So when I was doing chores in the house (moving around floor to floor), I was able to enjoy the music without any drops. HOWEVER, when I was outside of the house, the sound was fine ONLY when I was still, but when I walked around outside of the house, the sound dropped frequently. If you want to use it outside, then you need to move the transmitter (and the music device) outside of your home and connect it to the outside outlet.3. THE HEADPHONE: It is comfortable, adjustable, but bit heavy (it has 2 AAA rechargeable batteries  - 1 on each side). So you need to get used to it. It has power, volume, dynamic bass boost, and 3D surround buttons on the right side of the headphone - which are small buttons, but great option. Since it covers your ears, it may cause you to sweat a little if you move around.4. THE TRANSMITTER: The transmitter comes with many options (power plug accessories for international usage) and cables for different electronic devices (TV, iPod, CD & Radio Player, etc). There is NO battery option for the transmitter. It needs to be plugged to the outlet all the time to be used. Also, the transmitter is used as rechargeable station for your headphone (the headphone has 2 AAA rechargeable battery on each side), which is an excellent idea. Also note that when you use the headphone - you MUST power on the transmitter AND the headphone each time you use it. There is no auto-power on.Overall, I LOVE this product - yes, it is a bit pricey, but it is a quality built and can be used with many electronic devices in the home. My wife loves it, when I go to bed she puts the wireless headphone on and watches TV from the bed - enjoying its undisturbed sound without disturbing me!  Highly recommended!",5,"['adjustability', 'bass boost', 'battery life', 'buttons', 'comfort', 'ear coverage', 'portability', 'sound consistency', 'sound quality', 'surround sound', 'transmitter battery', 'transmitter cables', 'transmitter options', 'transmitter rechargeable station', 'volume control', 'weight']"
ELECTRONICS_716537,3,"key remap, logitech control center version, mac support, mouse button mappings, operating system version, peripheral recognition, settings retention, software installation, usb unity",9,8895,2965.0,2,1,B0036E8V08,Electronics,"I wish Logitech would get some decent Mac programmers. Honestly. I've used a number of keyboard/mouse combinations over the years from them because they make the nicest feeling peripherals in the price range, but their Mac support sucks. They install a crappy control panel, make you restart, settings don't stick between reboots and half the time the peripherals aren't recognized by the software.Take this KB/mouse combo, for example. I downloaded latest Logitech Control Center this morning (3.3.0) and I'm running OS X 10.6.4. I installed and restarted and the keyboard still isn't recognized by the software so I can configure it properly. The most basic thing they could have possibly done - remapping the cmd and option keys so they are in the right places - doesn't even get done. And there's no way to change it in the settings. As I've said, I've used many Logitech keyboards in the past so I usually just remap them manually using the Keyboard pref pane. That *doesn't work with this device* because of the newfangled USB Unity thing. I can't remap the keys at all. Worse, trying to remap them kills the mouse button mappings (switching the CMD and option keys in the Keyboard pref pane also does it for the custom mappings on the mouse). I don't know who's fault this is - Apple's or Logitech's - but I don't care. The KB/mouse is nigh on unusable in OS X.The only reason it gets 3 stars is because it works well in Windows. Stay away if you primarily use OS X.",3,"['key remap', 'logitech control center version', 'mac support', 'mouse button mappings', 'operating system version', 'peripheral recognition', 'settings retention', 'software installation', 'usb unity']"
ELECTRONICS_739734,1,"battery life, mouse power saving, mouse range, mouse recognition, reconnect function, sleep function, switch design",7,4084,4084.0,1,0,B003AVN6C0,Electronics,I am using one on a desktop computer running Vista with a medialink usb bluetooth adapter.  No problems after about 4 weeks of use.  This computer goes to sleep each night and haven't had any problems reconnecting when the computer resumes.  I turn off the mouse when not using it to save battery.  The on/off switch is small and recessed and a little hard to move which is really my only complaint.  I needed to use the mouse about 20 feet from the computer and this works perfectly.The other one is used on a Dell Latitude 10 tablet. Getting the tablet to recognize the mouse involved some trial and error but since them I haven't had any problems using it.I have not tried changing the DPI.,5,"['battery life', 'mouse power saving', 'mouse range', 'mouse recognition', 'reconnect function', 'sleep function', 'switch design']"
