review_id,chunk_id,chunk_text,span_start,span_end,asin,category
ELECTRONICS_000002,ELECTRONICS_000002-4," GPS, the screen is magnificent, and the volume is awesome.Another thing I've noticed, which I do not think is unique to this unit, is some of the weird routing that it does.  I've never owned a truck specific GPS before but after playing with this one for a couple of days I get the impression that what RAND MacNally (and the others that use Navteq) has done is take a plain old car specific Navteq map and a road atlas with truck restrictions and made notifications on the map.  In most databases there is not a 100% thorough listing of every road in the country.  What I mean is that this unit will route you down roads you don't belong on.  Today while coming home it tried routing me on several",2800,3500,0528881469,Electronics
ELECTRONICS_000002,ELECTRONICS_000002-5,"  9 ton County roads.  What that means is that a truck is limited to 73280 unless the road is posted at 10 tons.  County roads do not have that restriction listed in the RAND McNally road atlas, so I believe that is why it is not listed.....  Also unacceptable in a unit of this price and sold as truck specific.  However I'd be willing to bet the other truck specific units are the same way as no one has ever done a truck specific version of NavTeq.Another bone I have to pick is the POI's. Not only the truck specific ones but the others all seem to be somewhat outdated.  I think the Garmin, at least the ones that I have used, are more current.  It would also be nice if I could add my own POI's",3500,4200,0528881469,Electronics
ELECTRONICS_000002,ELECTRONICS_000002-6,To sum it up I will keep this unit a little longer to see if I can make it workable.  If not I will go back to Garmin.  I like the concept and I like the unit but at this point I'll have to say I am somewhat unimpressed.pros:Large screenterrific imagesoutstanding volumecons:inability to determine route mileage by multiple stops and viasa somewhat outdated POI information.Non-truck specific routings.Cost.,4200,4607,0528881469,Electronics
ELECTRONICS_000003,ELECTRONICS_000003-0,"Not going to write a long review, even thought this unit deserves one. I've driven well over 1-mil miles and done most of my own routing so I pretty know whats the fastest and shortest. Have been using a basic garmin for the past three years and with ANY Gps unit they'll ALL get you in trouble if you let them. I was really excited about this unit, due to the size and the features. Allot of great grafics and on screen info thats usefull. But the most basic item that it was lacking was the gps tracking. I gave this unit allot of leadway on its mistakes due to the fact that it had allot of cool stuff that it did, but its ability to track you and route you was not even close to what the basic ga",0,700,0528881469,Electronics
ELECTRONICS_000003,ELECTRONICS_000003-1,"rmin could due. Its like the prossesor that they installed in the TND 700 was 10 years old. Example if I needed to make a simple route change I.E. in town down to the next street due to the fact that I couldn't make the turn or the street was blocked off, it would take the TND 700 upwards of 45 seconds to a minute and a half to reroute me. Here I'm sitting at a stop light waiting for directions and waiting that long with cars on my backside didn't make me happy. This is a problem that happened evertime you had to reroute, weather it was a simple street change or a major highway change. Also from the time you turned the unit on it would take twice as long to boot itself up. At least a dozen t",700,1400,0528881469,Electronics
ELECTRONICS_000003,ELECTRONICS_000003-2,"imes with in a week it put me on the wrong roads and when I made a wrong turn it got it self lost....I.E. take left on xyz street, and it was some ones drive way. Or turn left in 800 yards and the turn was less than 10 feet away. You might think in a conjested city situation I might get a little mixed up, but this is out in the country. Twice it put me under 12'6"" bridges when I'm 13'6"". Of course I made sure all my truck setting where they were supposed to be. I also updated the OS version,via Rand McNally. All in all I expected alot out of this unit and got a unit that should of been field tested with some people that drive allot. It just had to many route mistakes. Going back to the basic",1400,2100,0528881469,Electronics
ELECTRONICS_000003,ELECTRONICS_000003-3," garmin. This isn't just my complaints, I have three friends that bought the same unit and have the same complaints. All of us returned the units.",2100,2246,0528881469,Electronics
ELECTRONICS_000004,ELECTRONICS_000004-0,I've had mine for a year and here's what we got. It tries to route be down non truck routes while telling me the truck route is illegal for me. This is such a bad problem that even Interstate 25 in Denver Colorado is listed (according to this GPS) as a non- truck route and will route you through the city instead. There are several drivers within our company who own one and more than half (of about 50) have crashed to an un-recoverable state. Our company representative said that Rand McNally informed them that the GPS was not designed to say on for a long period of time. Really? it's a truck driver GPS. We have one driver with a $2400 dollar ticket due to this GPS routing him down the wrong r,0,700,0528881469,Electronics
ELECTRONICS_000004,ELECTRONICS_000004-1,"oad. The companies response was to update the unit. I've had mine for a year, I never noticed one update that corrected functionality, they only seem to keep messing the tools. I want a GPS that routes, if I wanted tools I'd buy software for my computer.My suggestion is to by a nice Garmen. My one rated for cars actually routes me better than this one rated for trucks.Wayne",700,1076,0528881469,Electronics
ELECTRONICS_000005,ELECTRONICS_000005-0,I am using this with a Nook HD+. It works as described. The HD picture on my Samsung 52&#34; TV is excellent.,0,109,0594451647,Electronics
ELECTRONICS_000006,ELECTRONICS_000006-0,The cable is very wobbly and sometimes disconnects itself.The price is completely unfair and only works with the Nook HD and HD+,0,128,0594451647,Electronics
ELECTRONICS_000007,ELECTRONICS_000007-0,"This adaptor is real easy to setup and use right out of the box. I had not problem with it at all, it is well worth the purchase. I recommend this adaptor very much for viewing your Nook videos on your HDTV. I just disagree with other reviews on the length of the adaptor, I found it to be fairly adequate as to how and where it is connected to my TV. For me it was just right not too long or too short, I was able to place my Nook right below the connection on the TV stand, it did not fall or anything else, it is fine. Use your own judgement, I'm too busy watching my movies :)",0,580,0594451647,Electronics
ELECTRONICS_000008,ELECTRONICS_000008-0,"This adapter easily connects my Nook HD 7&#34; to my HDTV through the HDMI cable.  This is good for traveling because it makes any hotel TV a potential smart TV so long as there is an accessible HDMI port.  It is also good for sharing photos from FB on a bigger screen. A bit pricey, but a good accessory to have.  Be sure to note that this is ONLY for the Nook HD and HD+ series.  It will not work with a standard Nook.",0,420,0594451647,Electronics
ELECTRONICS_000009,ELECTRONICS_000009-0,This product really works great but I found the following items you need to keep in mind:- You must have your power adapter connected for it to work...it plugs in the the bottom. It appears it needs power from the nook power adapter to operate.- The plug fits in loosely and you cannot move the Nook around much without holding the adapter in place.- On initial plugin it seems you need to rock it around to get the connection but then it seems solid.- It works with a 25ft high quality HDMI cable so you can put the NOOK across the room with you. Not tested with cheap cables.Warning...I found that my LG SmartTV 3D from a few years back does not work with this adapter but it does not seem to work ,0,700,0594451647,Electronics
ELECTRONICS_000009,ELECTRONICS_000009-1,with many things...bad software. This adapter works fine with other HDMI devices I have used like monitors and I am sure other TVs.Gave it five stars because it really is nice to extend the screen and use your Nook as a streaming server to your TV. Nice they made such a device.,700,978,0594451647,Electronics
ELECTRONICS_000010,ELECTRONICS_000010-0,"This item is just as was described in the original description, works without any issues to be seen. Good product",0,113,0594481813,Electronics
ELECTRONICS_000011,ELECTRONICS_000011-0,bought for a spare for my 9&#34; Nook HD and it fit perfectly.  Very satisfied with the price much less than on the BN site,0,123,0594481813,Electronics
ELECTRONICS_000012,ELECTRONICS_000012-0,"My son crewed my HD charger cord so I needed another one, this is exactly like the one my son destroyed.",0,104,0594481813,Electronics
ELECTRONICS_000013,ELECTRONICS_000013-0,"This is a good beefy 2 amp charger, but it covers two outlets on a power strip. It's ok in a regular wall outlet. The best thing is it uses a standard USB connector so it can charge more than just a Nook (I have a Kindle Fire HD+).",0,231,0594481813,Electronics
ELECTRONICS_000014,ELECTRONICS_000014-0,"I lost my B&N original cable.  I looked around for an new one.  I tried  a different, cheaper model but it didn't fit my device properly so back to the drawing board.  I ordered this one.  I am satisfied.  It works exactly as expected and fits perfectly.  I would recommend this product to anyone looking for a spare or in lieu of the original usb cable adapter.",0,362,0594481813,Electronics
ELECTRONICS_000015,ELECTRONICS_000015-0,"It does 2A and charges a DEAD Nook in a few hours. It does so with a LOT of heat, compared to most wall worts. I have a dual charger where 1 port is 2.1A and the other is 1A for total output of 3.1A that doesn't run as hot as this. And i use that to power a raspberry pi to avoid needing a powered hubIt does the job adequately as it's designed to. Just hot. I would always unplug it if not using (even though it cools off) because of the amount of heat made. The nook hd+ runs hot too right where you hold it on the left side in portrait, but not so much when charging. I guess it's better to have it at the plug.",0,614,0594481813,Electronics
ELECTRONICS_000016,ELECTRONICS_000016-0,"Go to Target or Barnes and Noble instead, and pay $25 (which is still a huge markup, considering they make the thing for 50 cents.) This is the worst option if you need one of these. It's price gouging, pure and simple.",0,219,0594481813,Electronics
ELECTRONICS_000017,ELECTRONICS_000017-0,"Works well, a little pricey I think for a charging cable, but then again, not losing the original would be a lot cheaper than any replacement",0,141,0594481813,Electronics
ELECTRONICS_000018,ELECTRONICS_000018-0,"This is a great buy, compared to a $60 or more a retail store.",0,62,0972683275,Electronics
ELECTRONICS_000019,ELECTRONICS_000019-0,This mount is just what I needed.  It is strong and sturdy.  It folds almost flat to enable the television to sit square and flat against the wall if desired and extends and rotates for angle turns.  A perfect fit as long as you match the correct visa pattern for your television.,0,280,0972683275,Electronics
ELECTRONICS_000020,ELECTRONICS_000020-0,"Great deal, easy to mount and it appears to be fairly sturdy. I mounted a 32 in tv on it and it works great.",0,108,0972683275,Electronics
ELECTRONICS_000021,ELECTRONICS_000021-0,This mount works really well once you get it up and going.  Only problem is just the arms are a little goofy getting them all in the right spot.  But that's really not too big an issue considering all the different TV's and their mounting hole locations.,0,254,0972683275,Electronics
ELECTRONICS_000022,ELECTRONICS_000022-0,"This wall mount does everything it's supposed to do.  The piece that attaches to the wall isn't overly long, which made it easier to mount the arm in the tight space I needed to mount it in.  The only issues I saw was that the joints were VERY tight initially and as we moved the arm around to install it, the joints loosened up to the point where I had to take the included allen wrench and tighten them up again.",0,414,0972683275,Electronics
ELECTRONICS_000023,ELECTRONICS_000023-0,for the price you just cant beat this item. I bought it for a house I was selling so I could hang some tv and it worked great. Good quality for the price.,0,154,0972683275,Electronics
ELECTRONICS_000024,ELECTRONICS_000024-0,"I received the mount, which was well packaged for shipping.  The installation instructions were Moderately clear.  No issues following them, they were just a little disjointed depending on the wall surface you were installing on.My shipment had a mis-cut piece, and was missing 4 screws.  I contacted the Manufacturer, and they shipped me a replacement part and screws the very next day (Shipped out of Texas, so normal mailing times applied)I like how the Mount fits together, and I easily mounted my 60lbs TV by myself.  The part that attaches to the TV has a hook that will hold the TV on the Arm till you bolt it on.It's very adjustable, and pushes almost flush with the wall.I'm very happy, but ",0,700,0972683275,Electronics
ELECTRONICS_000024,ELECTRONICS_000024-1,took one star for the miscut piece.,700,735,0972683275,Electronics
ELECTRONICS_000025,ELECTRONICS_000025-0,"Took a bit of work, but used this to fit an older vizio 32&#34; monitor to the wall to use as a compute monitor. Stable and like the ability to move the tv to different angles. The vizio was older and did not have the standard holes, this product fit and holds the tv very stable.",0,280,0972683275,Electronics
ELECTRONICS_000026,ELECTRONICS_000026-0,I used this for my 47&#34; Samsung. Its fit/feel is great. Easy installation. Appears strong; although I personally spent way too much on the tv to risk leaving it fully outstretched with too little lag bolts for a long time! It is very convenient to be able to move it away from the wall however and I would feel very comfortable tilt or swiveling if needed. The movement is fluid and easily adjustable.I am very pleased with my purchase.,0,439,0972683275,Electronics
ELECTRONICS_000027,ELECTRONICS_000027-0,"This item serves its purpose as well as any other mount.  Its most appealing attribute is its large range of motion.  I am using this to corner-mount a 32"" TV and it works perfectly to hide the mount, receptacles, and cables behind the TV.  Very easy installation as well.",0,272,0972683275,Electronics
ELECTRONICS_000028,ELECTRONICS_000028-0,I love this mount.  This is the 4th one I've bought and it works great every time.  excellent seller and excellent product,0,122,0972683275,Electronics
ELECTRONICS_000029,ELECTRONICS_000029-0,I am very glad for buying it.  It is heavy duty and good quality for the price.  It was very easy to install.,0,109,0972683275,Electronics
ELECTRONICS_000030,ELECTRONICS_000030-0,this holds up my 55inch sony with ease. make sure u mount this with ur own lag screws into the heart of the 2x4 ur mounting to and u won't have any problem--u may have to make a modificatoin or two but use ur brain and figure it out-- it'll be there till the house falls!!!3inch lag screws is the way to go don't be cheap go buy em.---how much did u pay for the tv????,0,368,0972683275,Electronics
ELECTRONICS_000031,ELECTRONICS_000031-0,Nice quality still works great... very happy with this purchase... need to add 10 more words.. so what can I say its a wall mount that I haven't had any problems with,0,166,0972683275,Electronics
ELECTRONICS_000032,ELECTRONICS_000032-0,"Great bracket for small TVs.  I used it on a 19"" LCD and it worked well.  The large mounting plate may block some connections on some TVs.  Installed easily and could be adjusted to make level.  The links were very tight and need to be loosened for initial installation.  When the TV is in the desired position, you can tighten them up.",0,336,0972683275,Electronics
ELECTRONICS_000033,ELECTRONICS_000033-0,"I bought this for a 22"" TV for my son. I mounted this onto the corner stud and it works great! I love the angles it can achieve. Fees Very sturdy and well built. It works perfect for my application. Very happy with this purchase!",0,229,0972683275,Electronics
ELECTRONICS_000034,ELECTRONICS_000034-0,"I am using this mount for a 39 inch Vizio TV and it has been great. The installation process was quick and easy and we LOVE the variety of angles that you can get from this mount. We have it on a side wall in our bedroom and we can pull the tv out and move it completely perpendicular to the wall on which it is mounted if we want to. (We don't usually move it quite perpendicular, but it works to do this.)My only complaint is that the joints are a little on the stiff side. It takes quite a bit of force to move the TV from one position to another. It's a little hard for my wife to do-- especially with the TV mounted about 6ft up on the wall. It may be possible to loosen these pivot points, but ",0,700,0972683275,Electronics
ELECTRONICS_000034,ELECTRONICS_000034-1,"I have not tried. I'm a little nervous about making it less stable if I do.Overall, it's a great mount. Highly recommended.",700,823,0972683275,Electronics
ELECTRONICS_000035,ELECTRONICS_000035-0,"I installed this for my sister who had a 22"" Philips LCD. Nice sturdy mount, with all of the nuts, bolts, screws included. Only problem was that since my tv was so small, and I was using the most inner mounting hols on the mount, the outside edges of the mount covered both the cable connection, and the power cable connection. Instead of returning, (then paying $70 from a local store) I simply went to a hardware store, got a 1 & 1/2 inch boring tool that attaches to a hand drill, and drilled holes into the mount. It was pretty easy, but a bit messy. It is not visible after mounting the TV, so who cares?? It is one thing to consider before buying this, there may be another mount that does not ",0,700,0972683275,Electronics
ELECTRONICS_000035,ELECTRONICS_000035-1,"cover your TV connections. Otherwise swivels well, does not sag, good value.",700,776,0972683275,Electronics
ELECTRONICS_000036,ELECTRONICS_000036-0,"Didn't think it would work as well as it has,because the metal was a lighter guage thanwe expected, but it hardly deflected from theweight of the TV, even extended straight out.",0,177,0972683275,Electronics
ELECTRONICS_000037,ELECTRONICS_000037-0,"very heavy duty construction, extends, tilts perfectlya steal at this pricewill be happy to buy another 1 or 2 if needed",0,120,0972683275,Electronics
ELECTRONICS_000038,ELECTRONICS_000038-0,Well constructed wall mount for TV sets up to 37 inches. The mounting  plate has numerous holes for varius sets. Plenty of extra hardware provided. Price was about 1/8th of what it would cost on the open market. I recommend it highly.,0,234,0972683275,Electronics
ELECTRONICS_000039,ELECTRONICS_000039-0,"I used it to mount a 32"" LCD TV to the wall... about 28LBS.  I installed it in less than 1/2 hour and am very happy with the results.PROS:-Comes with all of the hardware you'll need-Comes with some extra hardware of which I have NO IDEA what it is there for.  I suspect it's a 'universal' hardware pack for several models and not all hardware is used for all models, but it's nice to have a little 'extra' (which is always better than not enough!)-The included Level is nice... well it's cheap but it works!-The instructions did a decent enough job of explaining how to install the unit.CONS:-Metal is just a tad on the flimsy side.  I have no problems trusting it with my &lt;30lb television but if ",0,700,0972683275,Electronics
ELECTRONICS_000039,ELECTRONICS_000039-1,"I were to mount something closer to its maximum rated weight of 55lbs, I think I would be quite a bit nervous about it holding up.-The holes in the base were just a little bit too wide for my wall stud.  I think the particular stud I was installing it onto was a typical 2X4 and if centered, the left and right side holes were just a little too far to grab both sides of the stud.  I had to reposition it so that the center holes were aligned to the left side of the stud, and that the right side holes were aligned to the right side of the stud.  As a result, I was only able to install four of the six bolts to hold it in place, but I don't feel it will be an issue with my 28LB television.  If you",700,1400,0972683275,Electronics
ELECTRONICS_000039,ELECTRONICS_000039-2,"r house uses wider studs this probably wouldn't even be an issue.-The metal does sag just a little bit with the weight of the television on it.  I mounted the base just a little bit ""off level"" to help compensate for this, and had no problems getting the television level using the adjustments available to me.CONCLUSION:  All in all It's not a bad unit.. ESPECIALLY for the price.  Yes I would have liked to see a sturdier unit, but when you take into account the &lt;$30 price tag, it's an excellent bargain.  I don't think I'll have any issue with a static mounting of my TV in the corner of the bedroom *BUT* if you are considering installing this unit for a television that will see a lot of tra",1400,2100,0972683275,Electronics
ELECTRONICS_000039,ELECTRONICS_000039-3,"ffic, constant repositioning, etc... then you might want to spend more money on something sturdier.",2100,2199,0972683275,Electronics
ELECTRONICS_000040,ELECTRONICS_000040-0,"This mount is excellent. It is very well built and sturdy. I used it to mount a 32"" TV and it fit the need perfectly. The price was also very good and much, much cheaper than what an inferior mount would cost in a retail store. I would definitely recommend.",0,257,0972683275,Electronics
ELECTRONICS_000041,ELECTRONICS_000041-0,Works great and is so much cheaper than the more expensive versions at the Big box stores. It is super easy to install yourself too. You just need a drill and a ratchet set to get it into the stud (oh yea a stud finder too).,0,224,0972683275,Electronics
ELECTRONICS_000042,ELECTRONICS_000042-0,"We bought this for the tv in our gym as it gets moved around a bit.  It's definitely sturdy and works well.  Our tv in there is 24&#34;,",0,136,0972683275,Electronics
ELECTRONICS_000043,ELECTRONICS_000043-0,"For the price, you can't beat it. Mine didn't come with any of the screws for the TV, but luckily I had some leftover from another mount so I didn't want to bother returning it. Also, not sure what they mean by tilt, but mine doesn't. The arm extends in and out as said, tv swivels left to right, but does not tilt up and down as was my expectation. Otherwise, can't beat it for the price as in Target/Best Buy etc., these are going for $60+.",0,442,0972683275,Electronics
ELECTRONICS_000044,ELECTRONICS_000044-0,"Cannot beat this deal anywhere else on the web!  All other retailers are over-priced for what you are getting - a couple pieces of fabricated metal to hold a TV that articulates! This mount is reasonably priced.Pros:  Easy to install (helps to have a cordless driver to drill 6 pilot holes, and to drive in 6 lag screws. You also need to have a stud finder).- Well fabricated- Mount does everything advertised (i.e. articulates - you made need to loosen up some nuts)Con's: Really stretching here since this is a good deal: Instructions could use some help for the ""novice"" DIY'ersInstall tip:  It really helps if you have a second person assisting you for the final step of mounting the flat panel t",0,700,0972683275,Electronics
ELECTRONICS_000044,ELECTRONICS_000044-1,"o the TV mountInstalled a 15.5 lbs, 26 Inch Flat Panel LCD (VESA 200mm X 100mm) to this mount. Mount works beautifully! I originally had the TV sitting a little high on a stand, but then the picture was not as good because of the upward viewing angle of the screen (inherent problem with cheaper LCD's - not being directly in front of a LCD screen) - this mount corrected this issue by allowing me to ""tilt down"" the screen.  I would strongly recommend this mount if you are in the market.",700,1189,0972683275,Electronics
ELECTRONICS_000045,ELECTRONICS_000045-0,This mount is easy to install and very sturdy and is very functional and very affordable for the price. A+,0,106,0972683275,Electronics
ELECTRONICS_000046,ELECTRONICS_000046-0,"Works like a charm! Lies flat on the wall when I want it too and pulls out and swivels like a charm when I need it too!The instructions call for it to be mounted into a stud in the wall, however mine is mounted directly into the drywall using heavy duty anchors and it works perfect as well! This is a great product for an amazing price!",0,337,0972683275,Electronics
ELECTRONICS_000047,ELECTRONICS_000047-0,"Easey to put together and install. Used to mount a 37"" LED flat screen. Instuction say to mount the complete unit but if you mount the TV to the back plate on the ground first its a one person job. Well built product for being made in China.wish you could buy American made, better luck next time.",0,297,0972683275,Electronics
ELECTRONICS_000048,ELECTRONICS_000048-0,I hung this in my house with great ease and it held up my 8 year old son because I wasn't going to put the 55&#34; flat screen on it to find out that it failed. Fully extends out 2 feet. This was worth the money.,0,212,0972683275,Electronics
ELECTRONICS_000049,ELECTRONICS_000049-0,"Wanted the monitor off of the desk, so we mounted on the wall.  I would have rather had a vertical adjustment as well, but for the price, this unit does the job.",0,161,0972683275,Electronics
ELECTRONICS_000050,ELECTRONICS_000050-0,"very secure, we did have to use concrete bolts thought since we were putting it on an outside wall made of lath and plaster with concrete brick on the outside.  One of the best features is there is one piece that attaches to the tv and another that attaches to the wall.  the piece on the tv actually hooks onto the piece on the wall.  I am really happy with this purchase.",0,373,0972683275,Electronics
ELECTRONICS_000051,ELECTRONICS_000051-0,"I live in a studio condo and I needed something to rotate to see from my bed and my couch on the other side of the main room. Once you figure out which instructions to use (several varieties are included to accommodate different scenarios and tvs), they are pretty thorough. Don't be afraid to tighten specific &#34;joints&#34; and loosen others to get it how you want it.Originally had bought a different one, and be careful of this, but it didn't didn't have near the amount of swing as this one does.",0,503,0972683275,Electronics
ELECTRONICS_000052,ELECTRONICS_000052-0,Holds the TV fine and the articulation is great.  We use it in a downstairs bedroom where we can move it to be seen from the bed or the treadmill.  Has cable mgmt as well.,0,171,0972683275,Electronics
ELECTRONICS_000053,ELECTRONICS_000053-0,Another great buy from Amazon. The local stores wanted twice the money and the other mounts were cheaply made. this mount is made well and you get a free hdmi cable and level with it,0,182,0972683275,Electronics
ELECTRONICS_000054,ELECTRONICS_000054-0,Just to know that the TV will sit off center of where the base is placed. Other than that it has held up and worked.,0,116,0972683275,Electronics
ELECTRONICS_000055,ELECTRONICS_000055-0,"This is the best mount I have ever found, especially for the price.Home Depot has a nearly identical mount for $90.This mount comes with every fastener you could need from Lags, Hollow Wall Anchors, Spacers, to varying lengths of Metric Fasteners to most if not all TVs.They mount easy and are sturdy; I have a 60&#34; LED TV on one without issue.I also have 32&#34;, 42&#34;, 46&#34;, and 50&#34; TVs on them; I have used these to mount every LED/LCD TV I or friends have mounted.",0,481,0972683275,Electronics
ELECTRONICS_000056,ELECTRONICS_000056-0,"Quality was excellent. Instructions were clear. It was not clear about a tilt feature, but there was enough to level it when I finished. Be careful to get the wall bracket real vertical. (I was using it for a 23 inch computer screen so I really need it to be level for reading.) Everything I needed plus lots of extra hardware for different situations.",0,352,0972683275,Electronics
ELECTRONICS_000057,ELECTRONICS_000057-0,"In the process of turning our master bedroom into a fortress of solitude for my wife, we decided to mount ourPanasonic TC-L32X2 32-Inch 720p LCD HDTVon the wall, above the dresser, to save some space. (You can never have enough dresser space for displaying tchotchkes, amirite, fellas?) My wife wanted a fixed wall mount but I thought the viewing angle required some articulation. (In hindsight, fixed would have worked, too.) This unit was highly rated and the price was right. Sold.The installation was straightforward and fairly simple. The only point at which I needed some help was in balancing the TV while I attached it to the arm; otherwise it was all me. I think it looks great; my wife says",0,700,0972683275,Electronics
ELECTRONICS_000057,ELECTRONICS_000057-1," it reminds her of being in the hospital. (Sorry, Honey.) When we mount thePanasonic VIERA TC-P42S30 42-Inch 1080p Plasma HDTVin the living room, I'll definitely use a flat mount.You could spend four times this much on an articulating TV mount, but I don't see why you would.",700,975,0972683275,Electronics
ELECTRONICS_000058,ELECTRONICS_000058-0,"I gave this mount 3 stars.5 to start because out of the box, and mounted on the wall, I really liked it for my daughter's room. The ability to move her 26"" TV around so she can play in other areas of the room is a welcomed addition.I subtracted 1 star because of the tacky instructions and poor cable management for something that moves at maximum, about 2 feet away from the wall.1 more star fell off because now that the TV is mounted, the mount seems to sag, even though there are two huge lag bolts in a stud mounting it. That parts not the problem, the problem is where the tv mounts to the plate itself, it seems no matter how many washers you use, it just does not make full contact. Also if y",0,700,0972683275,Electronics
ELECTRONICS_000058,ELECTRONICS_000058-1,"ou move the TV to a new position the mounts seems to want to ""fall"" in that direction on its hinges. SO it must be releveled by yanking on it every time it moves.Otherwise, it works I guess. But for $50 I'd rather have a stationary mount that I never have to worry about. I would not set a tv larger than a 30"" or so on this. I just don't trust it.",700,1048,0972683275,Electronics
ELECTRONICS_000059,ELECTRONICS_000059-0,"For the price, this wall mount is great.  Not too hard to install.  The only reason I didn't give it a 5 star is wire management.  I could not get the little loop to work.  Not a big deal at all however.  Overall, I highly recommend this product.  Well worth the money.",0,269,0972683275,Electronics
ELECTRONICS_000060,ELECTRONICS_000060-0,"Needed a corner mounted Flatscreen. This did the job well, easy to install. I had to mount in a metal stud, so I used two support boards in the back to distribute the weight more evenly. Expectations of item met at a fraction of the cost from competitors.",0,255,0972683275,Electronics
